path,lines,bytes,risk_score,static_mutable,update_methods,render,pathfinding,los_vision,lua_bridge,threads,network,moddata_save,zombie_char,cell_world,audio,animation,allocation_hot,sha256
zombie/iso/IsoMovingObject.java,2427,83771,930,6,2,15,24,5,7,0,9,25,85,64,25,6,6,79917e663c84f2a58ccb5863513513c579ea0989d1baf5fd851e370fa96922f0
zombie/iso/areas/isoregion/IsoRegionsRenderer.java,923,42933,902,1,0,150,0,0,0,2,0,2,7,101,2,0,7,443e463f2c4717311d7bfeea3f3f287b6215f8b6ba03822206bae9f3206379f6
zombie/core/skinnedmodel/ModelManager.java,1985,86212,887,11,2,141,20,9,0,3,6,6,52,7,5,394,23,15a31ae0b7067a085938c0e721318e96071946237a21beef9fd9c2732f2023dc
zombie/network/NetChecksum.java,625,28946,871,11,1,0,0,0,0,0,217,0,0,0,0,0,1,e2ce7fb96f113f77084b84f98abb508520ac63a12f7d80c7bd72f4de891435fd
zombie/GameWindow.java,1220,48849,865,62,0,155,2,3,24,31,17,24,9,7,31,5,2,dccbb85da7b6cbe40a957b11a890876f7e5dd52d45eb1651c79a83b35222054b
zombie/iso/weather/fx/WeatherFxMask.java,1082,51480,865,74,0,145,0,1,3,2,8,7,8,81,0,0,6,10a5920500893cbd258474ac527b6fdacb42dac36d6fc3ff62bef87efc518a2e
zombie/iso/areas/isoregion/data/DataChunk.java,671,26440,857,4,0,0,0,0,0,0,0,2,0,213,0,0,5,f9eb9807551788ad766b259151520b73909b5a74f686c5e1f98c73a993d488d2
zombie/iso/areas/isoregion/data/DataRoot.java,341,12713,777,3,0,0,0,0,0,0,0,0,0,193,0,0,5,dc0f1ed0a089c83aded54d3a61b43191d3884ebf4cc4bfc8384aad204d71a702
zombie/iso/WorldMarkers.java,1582,60308,774,6,2,207,0,0,0,0,9,0,19,4,0,0,2,6ff8534ea3fd2749defe407168ddef29784e0cb39bf4f72cd9dd4516ed0f6598
zombie/inventory/InventoryItem.java,3354,103509,771,4,1,126,0,0,32,1,9,58,21,13,49,3,3,41a951d732bdf24a26046f3c7112674300254908b7497b57fb411f07a13742e1
zombie/core/skinnedmodel/model/ModelSlotRenderData.java,574,25499,763,3,0,238,0,0,0,0,2,0,8,0,1,18,1,cd73d7afcaba0913c8718af9b8deb10c19292400e4c1845029d9e0e031ada4ad
zombie/network/ServerMap.java,1095,41104,749,6,1,0,0,0,0,4,53,14,5,123,0,3,6,7596bf95f6e91b4ef725c158d11038b18a9f2786d36b1d80034715bc673e63c6
zombie/core/opengl/RenderThread.java,550,20943,740,48,0,154,0,5,3,75,3,0,0,0,0,0,3,4b498c9114eccd4da71df5e370b2390799540d67b2e7b9d68cba591addee12c7
zombie/iso/IsoMetaGrid.java,2668,108661,728,12,0,0,14,0,12,10,33,32,28,71,0,0,14,e60671bdd4a5285d6eaaf871ae4685040151e7e9953fd44fd9e306dac95fc14d
zombie/iso/objects/IsoDeadBody.java,1549,60036,724,9,1,45,1,3,11,0,51,28,39,25,8,46,6,294016e009bb09e7dda3d7689e9ff651c658b23ba11cab07dcec1a84dee4804d
zombie/core/textures/SmartTexture.java,500,19409,717,16,0,225,0,5,0,4,0,0,0,0,0,0,10,db9d74921c6668a605973ed4f242bcf27bb1371da1a56509bdd55604bf5c7201
zombie/core/raknet/UdpEngine.java,421,16583,690,0,0,0,0,0,7,23,144,0,0,0,0,0,3,ef763fb2a8ea6eb2e3cd80fb38c2c39b90dcffc1e58f9a07aba54f7fb2d6544f
zombie/VirtualZombieManager.java,973,38880,687,1,1,0,3,3,0,1,18,0,39,96,15,11,7,2957af428f461ef8414c255256cdf39172af281f09d674c1d23af1246e45a8b5
zombie/scripting/objects/VehicleScript.java,2235,83722,671,0,0,102,0,5,17,65,2,15,0,0,42,79,40,0136d5554ab88400e4267fa0873fd4c96d231b130fd10434785e42214c198009
zombie/core/skinnedmodel/advancedanimation/AnimatedModel.java,1338,57897,670,0,1,200,0,1,0,0,5,0,3,6,1,242,5,30bd84a5acf0611093cd769a3b25b5e38028b1c63fa17e0564281d54b8f914dc
zombie/network/LoginQueue.java,261,11083,665,18,1,0,0,0,3,5,157,0,0,0,0,0,2,bf33ad589ec20a938b9a527866be72d5778f525a745c9a39a5019cfc71a050cb
zombie/network/ClientServerMap.java,324,15083,663,7,0,36,0,0,0,0,35,0,3,100,0,0,0,f497447db95efb8aad7e98ab9a830c181de8737b55c94f91425afd7f8aa7546a
zombie/GameTime.java,1656,53175,656,16,2,1,0,0,21,5,79,24,30,10,0,2,2,eda303c89e8b8a436b4a155dacd9a2c4196bacc4c2202735ed22ab4150e4a9cf
zombie/radio/devices/DeviceData.java,1387,52533,655,0,1,0,0,22,0,0,112,26,16,9,128,0,1,e8c8c660ff50d8626157fcf06a67be12acde76633f5b122a20ce313fbd2a94d3
zombie/core/skinnedmodel/model/WorldItemAtlas.java,1258,56218,652,2,6,202,0,0,0,0,0,0,3,2,0,0,11,5ef38b65018715bcc2da865963244dedfbde6adefdcf5babeda20934f602d1d6
zombie/iso/sprite/IsoSprite.java,1124,43366,651,14,2,185,0,1,0,0,0,22,10,8,0,236,6,b64ad9d4a09e2c98ebc14fb2332a2f45e47ffbff1d0a2086ba0bd275e0fd7b13
zombie/iso/objects/IsoLightSwitch.java,822,32200,649,1,1,0,0,0,0,0,132,20,5,23,5,0,2,20469f399202f0b9e153f7ccefa3ae972fb6d1bd47979a0f51f2773f7b1976df
zombie/popman/NetworkZombieSimulator.java,377,16871,642,1,0,0,0,1,0,4,119,0,21,10,0,8,5,c50377ed610e898eacf40f48c7228bb58dbe9294f2afb74aae2cd7da5fdc03e1
zombie/network/ServerGUI.java,659,29023,640,22,1,92,0,0,3,1,7,29,20,52,2,4,5,ce0178b85bf26b54bb21c78dc4f2d91e113a6537d048b10b0791f7c4cf810114
zombie/core/textures/TextureCombiner.java,358,14318,632,5,0,210,0,0,0,0,0,0,0,0,0,0,2,6fefacfc2edf5fc0d69566197fc65a6a6db3c729e497509392f9ac27cf2797cf
zombie/network/packets/RequestDataPacket.java,405,16504,629,3,0,0,0,0,0,0,153,5,0,4,0,0,1,5cc87b2cc7fd0956357d5e037fe79ba6ce0f2c9e5163266e06191ce380d10507
zombie/characters/BodyDamage/BodyDamage.java,3340,124864,624,4,1,6,0,24,19,0,27,12,54,3,17,1,4,26677f0c3ed968c0bae6a07a1d9ce6a8157bfa3107a12c38b78a63eadaa8b915
zombie/spnetwork/SinglePlayerServer.java,259,10496,624,13,1,0,0,0,24,2,102,23,10,3,0,0,2,ff78db81b4c37b386ba1c25030cebd0dca1d9624913785cbb8151153e4ade511
zombie/chat/ChatBase.java,538,17611,620,0,0,0,0,0,5,29,113,0,9,0,0,0,6,43ba98600683ede823bc18b9341c5e01b17704a8ba6eb0f8d3473dc73bccf4c2
zombie/iso/LightingJNI.java,1086,44516,617,59,2,15,2,18,0,1,7,10,31,73,0,1,10,b7b6a05a5968841a73e32148f769aa6e19584a4cbcd9d479e75b532d2564abb8
zombie/network/MPStatistics.java,759,34179,611,108,1,0,0,6,9,1,88,7,5,37,2,0,3,355dc80de6eb5dcf3ef71987ba830868dc9294eb4586f8dd3204c2117a1fae01
zombie/network/PacketValidator.java,506,21886,598,18,1,0,0,0,0,0,128,0,16,0,0,0,4,045297d6fb4d80f7a3887b05904ac99f99afba3c7041e8c2f0263b9acce19925
zombie/iso/areas/SafeHouse.java,645,24092,595,16,0,0,0,0,30,0,56,24,26,14,0,0,5,835e8e57a6361679c078e6279bca99060e8bfbe4628a871ffef2f12542be8932
zombie/util/AddCoopPlayer.java,215,9343,595,1,1,0,0,2,5,2,52,2,5,79,2,0,0,3e8f3dee195ba1961326675d356612aa2217b235a806515596a569c885b60367
zombie/network/BodyDamageSync.java,347,15096,592,3,2,0,0,0,0,0,128,0,15,0,0,0,1,bfe3c7903c6ce3c980e076b7be482bb6c5347598fc2b0f1adbe4de12a87bf779
zombie/SandboxOptions.java,1923,82991,588,9,0,0,6,3,80,6,12,69,0,0,6,3,6,a51871b1d628e3dc5953bff1b6917140cc7cc6795c27bb1e27f780001877f5fa
zombie/core/raknet/VoiceManager.java,989,44246,584,15,1,0,0,0,9,23,76,7,26,6,254,0,1,f1da2b94b70adbe13912f409819872cbedb0e8af2b4e913aa9a87d45a4e95e6f
zombie/vehicles/VehiclesDB2.java,1022,40568,582,5,2,3,3,0,0,11,4,8,3,123,0,0,1,15bf5a96587831eb53912d2a897f30c3824159172aaa92b64ad0bf82106f16e3
zombie/popman/NetworkZombiePacker.java,265,10961,578,1,0,0,0,0,0,4,116,0,12,9,0,0,6,67db16fc1e883a3f6395fccdaa7b506c91dc2597bb6f7931af9f36247e88face
zombie/ui/MoodlesUI.java,454,20952,576,10,1,183,0,1,0,0,0,0,3,0,0,2,6,48d1789dbb31c9a60a0e3ad87dea6174624b85f9c478db8107aab3f89c45dfb4
zombie/iso/NearestWalls.java,322,13092,570,17,0,22,0,0,0,0,0,0,0,126,0,0,0,d2c539ce9ee1ddcc2c3a2b6dd920fc02dcffee98ed55a51b063c99f3281c2349
zombie/ui/Clock.java,523,22347,562,1,0,106,0,12,0,30,3,0,18,0,1,0,4,4118659657f3be7f88cecbe4b1d990af5ba162de51faf2ed552bd814fd871056
se/krka/kahlua/stdlib/BaseLib.java,475,16880,560,17,0,0,2,0,92,0,0,16,0,0,0,0,0,256362d72d7b76e089c04e53e3b4fe01624839d6be0b02b934be7e40aa71ef86
zombie/FliesSound.java,451,18229,559,0,4,4,0,0,0,0,0,0,12,119,126,0,3,54ec4219ebe4be8229b38428a4d1e323019aa273b58be68c381a38ae1d6b8e0d
zombie/iso/sprite/IsoAnim.java,546,25553,558,1,0,181,0,0,0,0,3,0,0,0,0,40,3,e9fe3202ee4d1a67d2c0f1e764cb62f39bcc5f505819bae0da7753b1d42297a7
zombie/iso/objects/IsoGenerator.java,734,28528,553,5,1,0,0,2,0,0,78,33,0,57,42,0,3,fe411e9c541c186de5de6519ae578d4455f4697177e4adf40f88268e981b4cd3
zombie/debug/DebugOptions.java,370,22853,548,2,0,118,27,10,0,12,0,3,0,2,6,4,2,1b26d691a0b79df40eda36d771dcba28eda30ecc6bc11f8361bde2f69e922f26
zombie/iso/weather/WeatherShader.java,193,9482,547,3,0,167,0,7,0,0,0,0,3,0,0,0,3,bf386d8d4233eaedef3be5d55868416d50f18b3dff0dd18dc6c5756aa3434570
zombie/erosion/ErosionMain.java,493,18740,544,6,0,0,14,0,3,2,13,12,2,100,0,0,2,4950f961c184465d6574c72379a76bec42f7f9a5aae11e1da0fa94c9e6f5734d
zombie/characters/NetworkPlayerAI.java,350,15465,544,0,1,0,21,1,0,0,104,0,7,0,5,0,3,db83e5924192729b5c166c6861882715b9e4d095920b17baa40d0c05321eed1e
se/krka/kahlua/j2se/MathLib.java,393,14487,540,28,0,0,0,0,90,0,0,3,0,0,4,0,0,beb9b0cf2bcaec7090e0f83f92289b691554450ab661a3745e455807a7ce2b7a
zombie/gameStates/GameLoadingState.java,786,33432,532,17,0,44,0,2,14,14,32,9,14,17,6,15,0,6cd425c037626908ede03f64c656d1fa42878167fe261c5f85c8d2d937a9636d
zombie/popman/NetworkZombieManager.java,317,15194,531,3,0,0,0,0,0,8,85,0,23,13,0,3,0,2a4872d219a529d40afd2751e3d4d62abfed22b8d6203d3209bf1a6a7c1e6a28
zombie/Lua/LuaBackendClass.java,222,9188,527,0,0,0,0,0,72,30,0,17,0,0,0,0,5,5a3be8ca42ba9a407fd83c82c2f163cac1ef74974673d58472469555061f6557
se/krka/kahlua/stdlib/TableLib.java,242,8325,516,13,0,0,0,0,86,0,0,24,0,0,0,0,0,8628a238654cc730aa204e5665c08b75db4018eb4c1c5ed62493f1faff4f5349
zombie/iso/IsoMarkers.java,701,23706,515,2,1,99,0,0,10,0,9,25,9,18,0,0,3,270f3eeb437b3691df685abfd988670d0dbf655ec499caf28247cee57f4d349c
zombie/core/textures/TextureID.java,562,19910,511,7,0,134,26,0,0,1,0,0,0,0,0,0,2,deba6d71a42782dd64bd1043b80c8db842c67c55ecaf5d98cd5680515458fc2f
zombie/characters/NetworkZombieAI.java,289,13452,511,1,0,0,13,0,0,0,106,4,7,0,0,6,0,a369666bdf8c63b00fd055613dd1a118f969a16dabddfc6f9932778b429833ab
zombie/inventory/types/Food.java,1922,69484,508,0,1,88,0,0,12,1,22,8,4,14,42,0,3,010dc0e50d5680203f3d168147a64847f750fccc03422235131bfe44b630e759
zombie/randomizedWorld/RandomizedWorldBase.java,924,34705,508,20,0,1,0,0,0,0,0,7,21,99,0,0,4,1093aeb3447332941f84269d9aa0c0bb0a55c3f9a67796d0f3d94abfcd887412
se/krka/kahlua/j2se/KahluaTableImpl.java,380,12734,504,3,0,0,0,0,78,12,0,75,0,0,0,0,0,f0e4dc2269aa951316a6cb3c751c8d157fc9bf327af05aa06e8ec965fdb0cfab
zombie/globalObjects/SGlobalObjectNetwork.java,152,6803,499,8,0,0,0,0,16,0,97,17,3,0,0,0,0,16e3a89dd2c7d03aadcc308b58d4e07af91101cd8de679f88bf059840390f304
zombie/world/moddata/GlobalModData.java,325,12943,496,3,0,0,0,0,25,0,86,70,0,0,0,0,2,92077543c97e88a9a57944993eabcec92fa8fc7832e2fd568e820c93c9d254b3
zombie/inventory/types/AlarmClock.java,386,13902,495,2,1,0,0,0,0,14,82,6,11,17,50,0,0,c8ddb836c2d68e7622b5e8055ef3e2ade4862d8cb9aecc5a3443c3f355cb3fea
se/krka/kahlua/stdlib/StringLib.java,1617,66576,492,35,0,0,0,0,80,0,3,8,0,0,0,0,0,41ac6970a096dbbeb6b6cc8f3c551bc338dab64aace9862db4cacf15c55e8fea
zombie/savefile/ClientPlayerDB.java,373,15049,490,7,0,0,0,0,0,2,75,3,15,26,0,0,5,1694e8e626e541361ce23c1f7a37574baead4b05c836d61c7ecdf2b0b0bedf22
zombie/Lua/LuaEventManager.java,635,22531,489,37,0,13,0,0,62,9,8,9,0,0,3,0,19,f4560cf0a2153859f1bb9931d46d42ef95407275404e12a5ba50ce02a7c68f2c
zombie/popman/MPDebugInfo.java,454,20602,488,10,0,28,0,0,0,4,85,0,5,6,27,0,3,24574cce1d0a3ac0408a6a5382a27a6a5558c1c67c2b487e1224af498babbffd
zombie/vehicles/CollideWithObstaclesPoly.java,1214,56330,482,9,0,22,4,0,0,1,4,5,5,87,0,0,8,2df3b1f366fa2b669c720354a0c5f2958364477e2ae8580b2799439dc8bed2cd
zombie/core/skinnedmodel/shader/Shader.java,589,22235,482,1,0,146,0,0,0,0,2,0,7,0,0,7,1,736f4540fb433edd9676c37d75b94bd1bd15dd409808e879adabe64c087d2350
zombie/iso/areas/isoregion/IsoRegions.java,363,13165,482,41,1,0,0,0,0,0,25,5,6,87,0,0,2,76aaf38f521f038e0142280ae785f25e0d614acdd642a01fe05f00244bcc3265
zombie/core/skinnedmodel/model/Model.java,598,26316,480,13,0,143,5,0,0,0,0,3,6,0,0,33,1,25111ab120ce1ba7af9e6a3d70f7f649c4aa25c0e13e1ddfb08d89af386f5cf7
zombie/inventory/types/AlarmClockClothing.java,386,13892,472,2,1,0,0,0,0,9,82,6,11,15,45,0,0,ce303daca9f0828a59dd5c3fbe94350acf50e75e86c7d9d8407207ca550920cb
zombie/network/chat/ChatServer.java,523,23093,458,10,0,0,0,0,0,23,91,0,4,0,0,0,5,85006ae2108054e24d83c6334526dc5e6ab0dd22247e1d5057751ce83316f5af
zombie/network/PassengerMap.java,281,12378,450,7,0,4,0,0,0,0,55,0,26,22,0,0,0,41324aeb28838aa4a08285713e2e11ab09ac5f7885f489d072b91001f131048b
zombie/WorldSoundManager.java,468,20084,449,0,1,12,0,0,3,1,19,0,8,68,206,0,2,106428c792f8f61d68e8ce14fdd573b67490aadf3aadfa88a0290b798014a9c1
zombie/gameStates/MainScreenState.java,780,33758,444,19,1,127,4,0,5,1,0,0,2,0,11,15,2,e605ad928bf0b853554d87c83fe2c63e9dafed6958d77d8fb7ee0853805ad3c1
zombie/iso/objects/IsoBarricade.java,767,29386,434,5,0,7,0,17,6,0,22,26,28,20,15,0,1,7b891928800fe5790f8f91be60094d075ca8d9e3e82854c3a6a49b1fe7dbf06a
zombie/characters/AttachedItems/AttachedWeaponDefinitions.java,284,13712,425,0,0,1,0,0,64,0,0,59,5,2,0,0,5,c65dee904c5d533f6fa5f6d57a49dd4216538376fb751700322f40b26dda26d3
zombie/gameStates/ConnectToServerState.java,745,31335,419,4,1,0,0,0,29,0,56,4,0,4,0,3,3,794509c6a59299176bd1eba59cfb45a0b33a4ef1a873fcb6bd3999f4b61089e1
zombie/worldMap/styles/WorldMapStyleV1.java,412,14982,415,5,0,123,8,0,2,0,0,0,0,0,0,0,2,b26782277e9c589a7802c755b0dd8366083d78b617deb9deb532c7240c1543fa
zombie/popman/ZombiePopulationManager.java,782,30707,414,29,0,5,5,1,3,2,15,5,19,48,15,4,4,2beaa13015e3702df77856e54151f83de8a5f464c39196931ffaa035cda6bbde
zombie/network/SpawnRegions.java,398,15674,404,3,0,0,14,0,56,2,0,34,0,0,0,0,6,b76eeb735b0d202210265e67568e1983f47ac457525bffddb6d726ae152af93d
zombie/debug/LineDrawer.java,473,20261,401,31,0,126,0,0,0,0,0,0,2,0,0,0,13,1d38b6c5eaa8e4eda8f9dfca32230fec0cc9b7f2ed594fb85b1c183a7b0c07e3
fmod/fmod/FMODSoundEmitter.java,1429,56766,399,4,1,0,0,4,0,0,25,12,40,19,880,0,5,d269bf7c0821326a47e14d47777d48ed9e4e7bdbe4a0d0178f1098b1b9d5f34e
zombie/iso/objects/IsoMannequin.java,980,37366,399,4,0,92,0,0,4,8,4,19,2,12,0,79,1,100711235d8a39636c4fbb357577761858606cb56df007fdb4dc7b66c8df3ee7
zombie/ZomboidFileSystem.java,1340,50058,397,10,1,4,71,0,3,9,8,11,0,3,0,25,10,1a46324a0c1508eab4dfab337a649de8581aab6ca3c3541c544da2f59836ae5a
zombie/ai/states/ClimbThroughWindowState.java,605,26259,394,1,0,1,7,0,0,0,0,4,51,27,13,12,0,82bff8e7be94ec708bca522fb0bdd966735ca092dc61766e76fed907f2ad1074
zombie/worldMap/UIWorldMap.java,446,20244,393,1,1,90,0,2,5,0,3,2,12,2,0,0,3,f1768a42c1baab17762742e022ef43719f0303ecb0269f2e73f486bdc278e19d
zombie/characters/ZombiesZoneDefinition.java,465,19705,392,16,0,0,0,0,53,0,2,47,5,9,0,2,5,206b2f79428494fbb28e26b74fd96c373cf4fecf29295bc767cb5deaf67b5453
