path,line,category,excerpt
astar/tests/GoalNode2D.java,2,path_request,package astar.tests;
astar/tests/GoalNode2D.java,4,path_request,import astar.IGoalNode;
astar/tests/GoalNode2D.java,5,path_request,import astar.ISearchNode;
astar/tests/GoalNodeCity.java,2,path_request,package astar.tests;
astar/tests/GoalNodeCity.java,4,path_request,import astar.IGoalNode;
astar/tests/GoalNodeCity.java,5,path_request,import astar.ISearchNode;
astar/tests/SearchNode2D.java,2,path_request,package astar.tests;
astar/tests/SearchNode2D.java,4,path_request,import astar.ASearchNode;
astar/tests/SearchNode2D.java,5,path_request,import astar.ISearchNode;
astar/tests/SearchNode2D.java,26,allocation_in_hot,ArrayList arrayList = new ArrayList();
astar/tests/SearchNodeCity.java,2,path_request,package astar.tests;
astar/tests/SearchNodeCity.java,4,path_request,import astar.ASearchNode;
astar/tests/SearchNodeCity.java,5,path_request,import astar.ISearchNode;
astar/tests/SearchNodeCity.java,13,allocation_in_hot,"private HashMap<String, HashMap<String, Integer>> adjacencyMatrix = new HashMap<>();"
astar/tests/SearchNodeCity.java,21,allocation_in_hot,HashMap hashMap0 = new HashMap();
astar/tests/SearchNodeCity.java,24,allocation_in_hot,HashMap hashMap1 = new HashMap();
astar/tests/SearchNodeCity.java,27,allocation_in_hot,HashMap hashMap2 = new HashMap();
astar/tests/SearchNodeCity.java,29,allocation_in_hot,HashMap hashMap3 = new HashMap();
astar/tests/SearchNodeCity.java,31,allocation_in_hot,HashMap hashMap4 = new HashMap();
astar/tests/SearchNodeCity.java,33,allocation_in_hot,HashMap hashMap5 = new HashMap();
astar/tests/SearchNodeCity.java,79,allocation_in_hot,ArrayList arrayList = new ArrayList();
com/evildevil/engines/bubble/texture/DDPixelFormat.java,2,render,package com.evildevil.engines.bubble.texture;
com/evildevil/engines/bubble/texture/DDPixelFormat.java,19,render,public void setSize(long long0) throws TextureFormatException {
com/evildevil/engines/bubble/texture/DDPixelFormat.java,21,render,"throw new TextureFormatException(""Wrong DDPixelFormat size. DDPixelFormat size must be 32!"");"
com/evildevil/engines/bubble/texture/DDSCaps2.java,2,render,package com.evildevil.engines.bubble.texture;
com/evildevil/engines/bubble/texture/DDSCaps2.java,8,render,protected boolean isVolumeTexture = false;
com/evildevil/engines/bubble/texture/DDSCaps2.java,13,render,public void setCaps1(long long0) throws TextureFormatException {
com/evildevil/engines/bubble/texture/DDSCaps2.java,16,render,"throw new TextureFormatException(""DDS file does not contain DDSCAPS_TEXTURE, but it must!"");"
com/evildevil/engines/bubble/texture/DDSCaps2.java,23,render,this.isVolumeTexture = true;
com/evildevil/engines/bubble/texture/DDSLoader.java,2,render,package com.evildevil.engines.bubble.texture;
com/evildevil/engines/bubble/texture/DDSLoader.java,13,render,import zombie.core.textures.Texture;
com/evildevil/engines/bubble/texture/DDSLoader.java,14,render,import zombie.core.textures.TexturePackPage;
com/evildevil/engines/bubble/texture/DDSLoader.java,72,render,this.ddsDesc2.setIdentifier(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,73,render,this.ddsDesc2.setSize(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,74,render,this.ddsDesc2.setFlags(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,75,render,this.ddsDesc2.setHeight(TexturePackPage.readInt(ddsHeader));
com/evildevil/engines/bubble/texture/DDSLoader.java,76,render,this.ddsDesc2.setWidth(TexturePackPage.readInt(ddsHeader));
com/evildevil/engines/bubble/texture/DDSLoader.java,77,render,this.ddsDesc2.setPitchOrLinearSize(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,78,render,this.ddsDesc2.setDepth(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,79,render,this.ddsDesc2.setMipMapCount(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,82,render,dDPixelFormat.setSize(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,83,render,dDPixelFormat.setFlags(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,84,render,dDPixelFormat.setFourCC(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,85,render,dDPixelFormat.setRGBBitCount(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,86,render,dDPixelFormat.setRBitMask(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,87,render,dDPixelFormat.setGBitMask(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,88,render,dDPixelFormat.setBBitMask(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,89,render,dDPixelFormat.setRGBAlphaBitMask(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,91,render,dDSCaps2.setCaps1(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,92,render,dDSCaps2.setCaps2(TexturePackPage.readInt(ddsHeader) & 4294967295L);
com/evildevil/engines/bubble/texture/DDSLoader.java,97,render,} catch (TextureFormatException textureFormatException) {
com/evildevil/engines/bubble/texture/DDSLoader.java,98,render,textureFormatException.printStackTrace();
com/evildevil/engines/bubble/texture/DDSLoader.java,145,render,int int1 = GL11.glGenTextures();
com/evildevil/engines/bubble/texture/DDSLoader.java,146,render,Texture.lastTextureID = int1;
com/evildevil/engines/bubble/texture/DDSLoader.java,147,render,"GL11.glBindTexture(3553, int1);"
com/evildevil/engines/bubble/texture/DDSurface.java,2,render,package com.evildevil.engines.bubble.texture;
com/evildevil/engines/bubble/texture/DDSurface.java,17,render,int DDSCAPS_TEXTURE = 4096;
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,2,render,package com.evildevil.engines.bubble.texture;
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,25,render,public void setIdentifier(long long0) throws TextureFormatException {
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,30,render,private void createIdentifierString() throws TextureFormatException {
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,34,render,"throw new TextureFormatException(""The DDS Identifier is wrong. Have to be \""DDS \""!"");"
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,38,render,public void setSize(long long0) throws TextureFormatException {
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,40,render,"throw new TextureFormatException(""Wrong DDSurfaceDesc2 size. DDSurfaceDesc2 size must be 124!"");"
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,46,render,public void setFlags(long long0) throws TextureFormatException {
com/evildevil/engines/bubble/texture/DDSurfaceDesc2.java,49,render,throw new TextureFormatException(
com/evildevil/engines/bubble/texture/TextureFormatException.java,2,render,package com.evildevil.engines.bubble.texture;
com/evildevil/engines/bubble/texture/TextureFormatException.java,4,render,public class TextureFormatException extends Exception {
com/evildevil/engines/bubble/texture/TextureFormatException.java,7,render,public TextureFormatException() {
com/evildevil/engines/bubble/texture/TextureFormatException.java,10,render,public TextureFormatException(String string) {
com/jcraft/jogg/Buffer.java,9,allocation_in_hot,private static final int[] mask = new int[]{
com/jcraft/jogg/Packet.java,4,network,public class Packet {
com/jcraft/jogg/Packet.java,9,network,public int packet;
com/jcraft/jogg/Packet.java,10,network,public byte[] packet_base;
com/jcraft/jogg/Packet.java,11,network,public long packetno;
com/jcraft/jogg/Page.java,5,allocation_in_hot,private static int[] crc_lookup = new int[256];
com/jcraft/jogg/StreamState.java,15,network,int lacing_packet;
com/jcraft/jogg/StreamState.java,19,network,long packetno;
com/jcraft/jogg/StreamState.java,154,network,public int packetin(Packet packet) {
com/jcraft/jogg/StreamState.java,155,network,int int0 = packet.bytes / 255 + 1;
com/jcraft/jogg/StreamState.java,165,network,this.body_expand(packet.bytes);
com/jcraft/jogg/StreamState.java,167,network,"System.arraycopy(packet.packet_base, packet.packet, this.body_data, this.body_fill, packet.bytes);"
com/jcraft/jogg/StreamState.java,168,network,this.body_fill = this.body_fill + packet.bytes;
com/jcraft/jogg/StreamState.java,176,network,this.lacing_vals[this.lacing_fill + int1] = packet.bytes % 255;
com/jcraft/jogg/StreamState.java,177,network,this.granulepos = this.granule_vals[this.lacing_fill + int1] = packet.granulepos;
com/jcraft/jogg/StreamState.java,180,network,this.packetno++;
com/jcraft/jogg/StreamState.java,181,network,if (packet.e_o_s != 0) {
com/jcraft/jogg/StreamState.java,188,network,public int packetout(Packet packet) {
com/jcraft/jogg/StreamState.java,190,network,if (this.lacing_packet <= int0) {
com/jcraft/jogg/StreamState.java,194,network,this.packetno++;
com/jcraft/jogg/StreamState.java,199,network,packet.packet_base = this.body_data;
com/jcraft/jogg/StreamState.java,200,network,packet.packet = this.body_returned;
com/jcraft/jogg/StreamState.java,201,network,packet.e_o_s = this.lacing_vals[int0] & 512;
com/jcraft/jogg/StreamState.java,202,network,packet.b_o_s = this.lacing_vals[int0] & 256;
com/jcraft/jogg/StreamState.java,208,network,packet.e_o_s = 512;
com/jcraft/jogg/StreamState.java,212,network,packet.packetno = this.packetno;
com/jcraft/jogg/StreamState.java,213,network,packet.granulepos = this.granule_vals[int0];
com/jcraft/jogg/StreamState.java,214,network,packet.bytes = int2;
com/jcraft/jogg/StreamState.java,217,network,this.packetno++;
com/jcraft/jogg/StreamState.java,255,network,this.lacing_packet -= int11;
com/jcraft/jogg/StreamState.java,266,network,for (int int13 = this.lacing_packet; int13 < this.lacing_fill; int13++) {
com/jcraft/jogg/StreamState.java,270,network,this.lacing_fill = this.lacing_packet;
com/jcraft/jogg/StreamState.java,273,network,this.lacing_packet++;
com/jcraft/jogg/StreamState.java,313,network,this.lacing_packet = this.lacing_fill;
com/jcraft/jogg/StreamState.java,346,network,this.lacing_packet = 0;
com/jcraft/jogg/StreamState.java,352,network,this.packetno = 0L;
com/jcraft/jogg/StreamState.java,374,allocation_in_hot,this.lacing_vals = new int[this.lacing_storage];
com/jcraft/jogg/StreamState.java,381,allocation_in_hot,int[] ints = new int[this.lacing_storage];
com/jcraft/jogg/SyncState.java,116,threading,synchronized (this.chksum) {
com/jcraft/jorbis/Block.java,5,network,import com.jcraft.jogg.Packet;
com/jcraft/jorbis/Block.java,7,threading,public class Block {
com/jcraft/jorbis/Block.java,16,allocation_in_hot,float[][] pcm = new float[0][];
com/jcraft/jorbis/Block.java,28,threading,public Block(DspState dspState) {
com/jcraft/jorbis/Block.java,47,network,public int synthesis(Packet packet) {
com/jcraft/jorbis/Block.java,49,network,"this.opb.readinit(packet.packet_base, packet.packet, packet.bytes);"
com/jcraft/jorbis/Block.java,70,network,this.granulepos = packet.granulepos;
com/jcraft/jorbis/Block.java,71,network,this.sequence = packet.packetno - 3L;
com/jcraft/jorbis/Block.java,72,network,this.eofflag = packet.e_o_s;
com/jcraft/jorbis/Block.java,75,allocation_in_hot,this.pcm = new float[info.channels][];
com/jcraft/jorbis/Block.java,84,allocation_in_hot,this.pcm[int1] = new float[this.pcmend];
com/jcraft/jorbis/CodeBook.java,13,allocation_in_hot,private int[] t = new int[15];
com/jcraft/jorbis/CodeBook.java,16,allocation_in_hot,int[] ints0 = new int[33];
com/jcraft/jorbis/CodeBook.java,17,allocation_in_hot,int[] ints1 = new int[int0];
com/jcraft/jorbis/CodeBook.java,279,threading,"synchronized int decodevs_add(float[] floats, int int7, Buffer buffer, int int1) {"
com/jcraft/jorbis/CodeBook.java,282,allocation_in_hot,this.t = new int[int0];
com/jcraft/jorbis/CodeBook.java,377,allocation_in_hot,int[] ints0 = decodeAux.ptr0 = new int[this.entries * 2];
com/jcraft/jorbis/CodeBook.java,378,allocation_in_hot,int[] ints1 = decodeAux.ptr1 = new int[this.entries * 2];
com/jcraft/jorbis/CodeBook.java,421,allocation_in_hot,decodeAux.tab = new int[int5];
com/jcraft/jorbis/CodeBook.java,422,allocation_in_hot,decodeAux.tabl = new int[int5];
com/jcraft/jorbis/Comment.java,5,network,import com.jcraft.jogg.Packet;
com/jcraft/jorbis/Comment.java,56,network,public int header_out(Packet packet) {
com/jcraft/jorbis/Comment.java,62,network,packet.packet_base = new byte[buffer.bytes()];
com/jcraft/jorbis/Comment.java,63,network,packet.packet = 0;
com/jcraft/jorbis/Comment.java,64,network,packet.bytes = buffer.bytes();
com/jcraft/jorbis/Comment.java,65,network,"System.arraycopy(buffer.buffer(), 0, packet.packet_base, 0, packet.bytes);"
com/jcraft/jorbis/Comment.java,66,network,packet.b_o_s = 0;
com/jcraft/jorbis/Comment.java,67,network,packet.e_o_s = 0;
com/jcraft/jorbis/Comment.java,68,network,packet.granulepos = 0L;
com/jcraft/jorbis/Comment.java,155,allocation_in_hot,this.comment_lengths = new int[this.comments + 1];
com/jcraft/jorbis/Comment.java,186,allocation_in_hot,int[] ints = new int[this.comments + 2];
com/jcraft/jorbis/DecodeExample.java,4,network,import com.jcraft.jogg.Packet;
com/jcraft/jorbis/DecodeExample.java,27,network,Packet packet = new Packet();
com/jcraft/jorbis/DecodeExample.java,31,threading,Block block = new Block(dspState);
com/jcraft/jorbis/DecodeExample.java,67,network,if (streamState.packetout(packet) != 1) {
com/jcraft/jorbis/DecodeExample.java,68,network,"System.err.println(""Error reading initial header packet."");"
com/jcraft/jorbis/DecodeExample.java,72,network,"if (info.synthesis_headerin(comment, packet) < 0) {"
com/jcraft/jorbis/DecodeExample.java,88,network,int3 = streamState.packetout(packet);
com/jcraft/jorbis/DecodeExample.java,98,network,"info.synthesis_headerin(comment, packet);"
com/jcraft/jorbis/DecodeExample.java,130,threading,block.init(dspState);
com/jcraft/jorbis/DecodeExample.java,131,allocation_in_hot,float[][][] floats0 = new float[1][][];
com/jcraft/jorbis/DecodeExample.java,132,allocation_in_hot,int[] ints = new int[info.channels];
com/jcraft/jorbis/DecodeExample.java,147,network,int5 = streamState.packetout(packet);
com/jcraft/jorbis/DecodeExample.java,156,threading,if (block.synthesis(packet) == 0) {
com/jcraft/jorbis/DecodeExample.java,157,threading,dspState.synthesis_blockin(block);
com/jcraft/jorbis/DecodeExample.java,216,threading,block.clear();
com/jcraft/jorbis/Drft.java,5,allocation_in_hot,"static int[] ntryh = new int[]{4, 2, 3, 5};"
com/jcraft/jorbis/Drft.java,1415,allocation_in_hot,this.trigcache = new float[3 * int0];
com/jcraft/jorbis/Drft.java,1416,allocation_in_hot,this.splitcache = new int[32];
com/jcraft/jorbis/DspState.java,32,allocation_in_hot,Object[][] transform = new Object[2][];
com/jcraft/jorbis/DspState.java,35,allocation_in_hot,float[][][][][] window = new float[2][][][][];
com/jcraft/jorbis/DspState.java,38,allocation_in_hot,this.window[0] = new float[2][][][];
com/jcraft/jorbis/DspState.java,39,allocation_in_hot,this.window[0][0] = new float[2][][];
com/jcraft/jorbis/DspState.java,40,allocation_in_hot,this.window[0][1] = new float[2][][];
com/jcraft/jorbis/DspState.java,41,allocation_in_hot,this.window[0][0][0] = new float[2][];
com/jcraft/jorbis/DspState.java,42,allocation_in_hot,this.window[0][0][1] = new float[2][];
com/jcraft/jorbis/DspState.java,43,allocation_in_hot,this.window[0][1][0] = new float[2][];
com/jcraft/jorbis/DspState.java,44,allocation_in_hot,this.window[0][1][1] = new float[2][];
com/jcraft/jorbis/DspState.java,45,allocation_in_hot,this.window[1] = new float[2][][][];
com/jcraft/jorbis/DspState.java,46,allocation_in_hot,this.window[1][0] = new float[2][][];
com/jcraft/jorbis/DspState.java,47,allocation_in_hot,this.window[1][1] = new float[2][][];
com/jcraft/jorbis/DspState.java,48,allocation_in_hot,this.window[1][0][0] = new float[2][];
com/jcraft/jorbis/DspState.java,49,allocation_in_hot,this.window[1][0][1] = new float[2][];
com/jcraft/jorbis/DspState.java,50,allocation_in_hot,this.window[1][1][0] = new float[2][];
com/jcraft/jorbis/DspState.java,51,allocation_in_hot,this.window[1][1][1] = new float[2][];
com/jcraft/jorbis/DspState.java,64,allocation_in_hot,float[] floats = new float[int0];
com/jcraft/jorbis/DspState.java,101,threading,public int synthesis_blockin(Block block) {
com/jcraft/jorbis/DspState.java,116,threading,this.W = block.W;
com/jcraft/jorbis/DspState.java,118,threading,this.glue_bits = this.glue_bits + block.glue_bits;
com/jcraft/jorbis/DspState.java,119,threading,this.time_bits = this.time_bits + block.time_bits;
com/jcraft/jorbis/DspState.java,120,threading,this.floor_bits = this.floor_bits + block.floor_bits;
com/jcraft/jorbis/DspState.java,121,threading,this.res_bits = this.res_bits + block.res_bits;
com/jcraft/jorbis/DspState.java,122,threading,if (this.sequence + 1L != block.sequence) {
com/jcraft/jorbis/DspState.java,126,threading,this.sequence = block.sequence;
com/jcraft/jorbis/DspState.java,137,allocation_in_hot,float[] floats = new float[this.pcm_storage];
com/jcraft/jorbis/DspState.java,158,threading,this.pcm[int9][int10 + int11] = this.pcm[int9][int10 + int11] + block.pcm[int9][int11];
com/jcraft/jorbis/DspState.java,162,threading,this.pcm[int9][int10 + int11] = block.pcm[int9][int11];
com/jcraft/jorbis/DspState.java,168,threading,this.granulepos = block.granulepos;
com/jcraft/jorbis/DspState.java,171,threading,if (block.granulepos != -1L && this.granulepos != block.granulepos) {
com/jcraft/jorbis/DspState.java,172,threading,if (this.granulepos > block.granulepos && block.eofflag != 0) {
com/jcraft/jorbis/DspState.java,173,threading,int3 = (int)(int3 - (this.granulepos - block.granulepos));
com/jcraft/jorbis/DspState.java,176,threading,this.granulepos = block.granulepos;
com/jcraft/jorbis/DspState.java,182,threading,if (block.eofflag != 0) {
com/jcraft/jorbis/DspState.java,226,allocation_in_hot,this.transform[0] = new Object[1];
com/jcraft/jorbis/DspState.java,227,allocation_in_hot,this.transform[1] = new Object[1];
com/jcraft/jorbis/DspState.java,232,allocation_in_hot,this.window[0][0][0] = new float[1][];
com/jcraft/jorbis/DspState.java,236,allocation_in_hot,this.window[1][0][0] = new float[1][];
com/jcraft/jorbis/DspState.java,237,allocation_in_hot,this.window[1][0][1] = new float[1][];
com/jcraft/jorbis/DspState.java,238,allocation_in_hot,this.window[1][1][0] = new float[1][];
com/jcraft/jorbis/DspState.java,239,allocation_in_hot,this.window[1][1][1] = new float[1][];
com/jcraft/jorbis/DspState.java,257,allocation_in_hot,this.pcm = new float[info.channels][];
com/jcraft/jorbis/DspState.java,260,allocation_in_hot,this.pcm[int2] = new float[this.pcm_storage];
com/jcraft/jorbis/DspState.java,267,allocation_in_hot,this.mode = new Object[info.modes];
com/jcraft/jorbis/Floor0.java,14,allocation_in_hot,"float[] floats0 = new float[Math.max(lookFloor0.ln * 2, lookFloor0.m * 2 + 2)];"
com/jcraft/jorbis/Floor0.java,30,allocation_in_hot,float[] floats0 = new float[int0];
com/jcraft/jorbis/Floor0.java,31,allocation_in_hot,float[] floats1 = new float[int0];
com/jcraft/jorbis/Floor0.java,32,allocation_in_hot,float[] floats2 = new float[int0 + 1];
com/jcraft/jorbis/Floor0.java,33,allocation_in_hot,float[] floats3 = new float[int0 + 1];
com/jcraft/jorbis/Floor0.java,34,allocation_in_hot,float[] floats4 = new float[int0];
com/jcraft/jorbis/Floor0.java,35,allocation_in_hot,float[] floats5 = new float[int0];
com/jcraft/jorbis/Floor0.java,79,threading,"int forward(Block var1, Object var2, float[] var3, float[] var4, Object var5) {"
com/jcraft/jorbis/Floor0.java,95,threading,"int inverse(Block block, Object object, float[] floats) {"
com/jcraft/jorbis/Floor0.java,98,threading,int int0 = block.opb.read(infoFloor0.ampbits);
com/jcraft/jorbis/Floor0.java,102,threading,int int2 = block.opb.read(Util.ilog(infoFloor0.numbooks));
com/jcraft/jorbis/Floor0.java,104,threading,synchronized (this) {
com/jcraft/jorbis/Floor0.java,110,allocation_in_hot,this.lsp = new float[lookFloor0.m];
com/jcraft/jorbis/Floor0.java,113,threading,CodeBook codeBook = block.vd.fullbooks[infoFloor0.books[int2]];
com/jcraft/jorbis/Floor0.java,121,threading,"if (codeBook.decodevs(this.lsp, int5, block.opb, 1, -1) == -1) {"
com/jcraft/jorbis/Floor0.java,147,threading,"Object inverse1(Block block, Object object0, Object object1) {"
com/jcraft/jorbis/Floor0.java,155,threading,int int0 = block.opb.read(infoFloor0.ampbits);
com/jcraft/jorbis/Floor0.java,159,threading,int int2 = block.opb.read(Util.ilog(infoFloor0.numbooks));
com/jcraft/jorbis/Floor0.java,161,threading,CodeBook codeBook = block.vd.fullbooks[infoFloor0.books[int2]];
com/jcraft/jorbis/Floor0.java,168,allocation_in_hot,floats = new float[lookFloor0.m + 1];
com/jcraft/jorbis/Floor0.java,172,threading,"if (codeBook.decodev_set(floats, int4, block.opb, codeBook.dim) == -1) {"
com/jcraft/jorbis/Floor0.java,193,threading,"int inverse2(Block var1, Object object0, Object object1, float[] floats1) {"
com/jcraft/jorbis/Floor0.java,221,allocation_in_hot,lookFloor0.linearmap = new int[lookFloor0.n];
com/jcraft/jorbis/Floor0.java,253,allocation_in_hot,echstateFloor0.codewords = new int[infoFloor0.order];
com/jcraft/jorbis/Floor0.java,254,allocation_in_hot,echstateFloor0.curve = new float[infoFloor0.barkmap];
com/jcraft/jorbis/Floor0.java,293,allocation_in_hot,int[] books = new int[16];
com/jcraft/jorbis/Floor1.java,9,allocation_in_hot,private static float[] FLOOR_fromdB_LOOKUP = new float[]{
com/jcraft/jorbis/Floor1.java,302,threading,"int forward(Block var1, Object var2, float[] var3, float[] var4, Object var5) {"
com/jcraft/jorbis/Floor1.java,319,threading,"Object inverse1(Block block, Object object0, Object object1) {"
com/jcraft/jorbis/Floor1.java,322,threading,CodeBook[] codeBooks = block.vd.fullbooks;
com/jcraft/jorbis/Floor1.java,323,threading,if (block.opb.read(1) == 1) {
com/jcraft/jorbis/Floor1.java,334,allocation_in_hot,ints = new int[lookFloor1.posts];
com/jcraft/jorbis/Floor1.java,337,threading,ints[0] = block.opb.read(Util.ilog(lookFloor1.quant_q - 1));
com/jcraft/jorbis/Floor1.java,338,threading,ints[1] = block.opb.read(Util.ilog(lookFloor1.quant_q - 1));
com/jcraft/jorbis/Floor1.java,348,threading,int7 = codeBooks[infoFloor1.class_book[int3]].decode(block.opb);
com/jcraft/jorbis/Floor1.java,358,threading,if ((ints[int2 + int8] = codeBooks[int9].decode(block.opb)) == -1) {
com/jcraft/jorbis/Floor1.java,408,threading,"int inverse2(Block block, Object object0, Object object1, float[] floats) {"
com/jcraft/jorbis/Floor1.java,411,threading,int int0 = block.vd.vi.blocksizes[block.mode] / 2;
com/jcraft/jorbis/Floor1.java,447,allocation_in_hot,int[] ints = new int[65];
com/jcraft/jorbis/Floor1.java,642,allocation_in_hot,int[] class_book = new int[16];
com/jcraft/jorbis/Floor1.java,643,allocation_in_hot,int[] class_dim = new int[16];
com/jcraft/jorbis/Floor1.java,644,allocation_in_hot,int[][] class_subbook = new int[16][];
com/jcraft/jorbis/Floor1.java,645,allocation_in_hot,int[] class_subs = new int[16];
com/jcraft/jorbis/Floor1.java,651,allocation_in_hot,int[] partitionclass = new int[31];
com/jcraft/jorbis/Floor1.java,653,allocation_in_hot,int[] postlist = new int[65];
com/jcraft/jorbis/Floor1.java,663,allocation_in_hot,this.class_subbook[int0] = new int[8];
com/jcraft/jorbis/Floor1.java,707,allocation_in_hot,int[] forward_index = new int[65];
com/jcraft/jorbis/Floor1.java,709,allocation_in_hot,int[] hineighbor = new int[63];
com/jcraft/jorbis/Floor1.java,710,allocation_in_hot,int[] loneighbor = new int[63];
com/jcraft/jorbis/Floor1.java,716,allocation_in_hot,int[] reverse_index = new int[65];
com/jcraft/jorbis/Floor1.java,717,allocation_in_hot,int[] sorted_index = new int[65];
com/jcraft/jorbis/FuncFloor.java,9,threading,"abstract int forward(Block var1, Object var2, float[] var3, float[] var4, Object var5);"
com/jcraft/jorbis/FuncFloor.java,17,threading,"abstract Object inverse1(Block var1, Object var2, Object var3);"
com/jcraft/jorbis/FuncFloor.java,19,threading,"abstract int inverse2(Block var1, Object var2, Object var3, float[] var4);"
com/jcraft/jorbis/FuncMapping.java,13,threading,"abstract int inverse(Block var1, Object var2);"
com/jcraft/jorbis/FuncResidue.java,13,threading,"abstract int inverse(Block var1, Object var2, float[][] var3, int[] var4, int var5);"
com/jcraft/jorbis/FuncTime.java,13,threading,"abstract int inverse(Block var1, Object var2, float[] var3, float[] var4);"
com/jcraft/jorbis/Info.java,5,network,import com.jcraft.jogg.Packet;
com/jcraft/jorbis/Info.java,8,network,private static final int OV_EBADPACKET = -136;
com/jcraft/jorbis/Info.java,22,allocation_in_hot,int[] blocksizes = new int[2];
